Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev,Start,Injury
PG,Frank Jackson,3000,SA@NO 11/22/2017 08:00PM ET,0,NO,,2
SG,Charles Cooke,3000,SA@NO 11/22/2017 08:00PM ET,2.75,NO,,
SF,Jalen Jones,3000,SA@NO 11/22/2017 08:00PM ET,2.667,NO,,
PF/C,Kristaps Porzingis,8600,TOR@NY 11/22/2017 07:30PM ET,43.7,NY,1,
SG/SF,Tim Hardaway Jr.,6500,TOR@NY 11/22/2017 07:30PM ET,30.766,NY,1,
PF/C,Enes Kanter,6000,TOR@NY 11/22/2017 07:30PM ET,30.516,NY,1,
SG/SF,Courtney Lee,4700,TOR@NY 11/22/2017 07:30PM ET,23.406,NY,1,
C,Joakim Noah,4000,TOR@NY 11/22/2017 07:30PM ET,0,NY,,
PG/SG,Frank Ntilikina,4000,TOR@NY 11/22/2017 07:30PM ET,15.607,NY,,1
PF/C,Kyle O'Quinn,3700,TOR@NY 11/22/2017 07:30PM ET,18.25,NY,,
PG,Jarrett Jack,3700,TOR@NY 11/22/2017 07:30PM ET,18.214,NY,1,
SF/PF,Doug McDermott,3500,TOR@NY 11/22/2017 07:30PM ET,14.797,NY,,
PF/C,Guillermo Hernangomez,3500,TOR@NY 11/22/2017 07:30PM ET,7.583,NY,,
SG,Damyean Dotson,3500,TOR@NY 11/22/2017 07:30PM ET,5.1,NY,,
SF/PF,Michael Beasley,3400,TOR@NY 11/22/2017 07:30PM ET,10.229,NY,,
SF/PF,Lance Thomas,3400,TOR@NY 11/22/2017 07:30PM ET,8.038,NY,,
PG,Ramon Sessions,3400,TOR@NY 11/22/2017 07:30PM ET,13.708,NY,,
PG/SG,Ron Baker,3000,TOR@NY 11/22/2017 07:30PM ET,12,NY,,1
PF,Isaiah Hicks,3000,TOR@NY 11/22/2017 07:30PM ET,0,NY,,
PF,Luke Kornet,3000,TOR@NY 11/22/2017 07:30PM ET,0,NY,,
PG,Russell Westbrook,10400,GS@OKC 11/22/2017 08:00PM ET,49.547,OKC,1,
SF,Paul George,8500,GS@OKC 11/22/2017 08:00PM ET,39.656,OKC,1,
SF/PF,Carmelo Anthony,6700,GS@OKC 11/22/2017 08:00PM ET,34.583,OKC,1,
C,Steven Adams,5600,GS@OKC 11/22/2017 08:00PM ET,28.981,OKC,1,
SF/PF,Jerami Grant,4300,GS@OKC 11/22/2017 08:00PM ET,19.359,OKC,,
C,Dakari Johnson,3400,GS@OKC 11/22/2017 08:00PM ET,7.406,OKC,,
SG/SF,Alex Abrines,3400,GS@OKC 11/22/2017 08:00PM ET,8.719,OKC,,
PG/SG,Raymond Felton,3300,GS@OKC 11/22/2017 08:00PM ET,14.828,OKC,,
SG/SF,Andre Roberson,3300,GS@OKC 11/22/2017 08:00PM ET,12.938,OKC,1,
PF/C,Patrick Patterson,3100,GS@OKC 11/22/2017 08:00PM ET,7.484,OKC,,
SF/PF,Josh Huestis,3000,GS@OKC 11/22/2017 08:00PM ET,6.962,OKC,,2
PF/C,Nick Collison,3000,GS@OKC 11/22/2017 08:00PM ET,1.5,OKC,,
PG/SG,PJ Dozier,3000,GS@OKC 11/22/2017 08:00PM ET,0,OKC,,
SG/SF,Kyle Singler,3000,GS@OKC 11/22/2017 08:00PM ET,2,OKC,,2
SG/SF,Terrance Ferguson,3000,GS@OKC 11/22/2017 08:00PM ET,1.25,OKC,,
SF,Daniel Hamilton,3000,GS@OKC 11/22/2017 08:00PM ET,0,OKC,,
SF/PF,Aaron Gordon,7000,ORL@MIN 11/22/2017 08:00PM ET,34.45,ORL,1,
C,Nikola Vucevic,6900,ORL@MIN 11/22/2017 08:00PM ET,35.235,ORL,1,
SG/SF,Evan Fournier,6300,ORL@MIN 11/22/2017 08:00PM ET,31.735,ORL,1,
PG,Elfrid Payton,6200,ORL@MIN 11/22/2017 08:00PM ET,23.719,ORL,1,
SG/SF,Jonathon Simmons,4400,ORL@MIN 11/22/2017 08:00PM ET,22.338,ORL,,
PG/SG,D.J. Augustin,4000,ORL@MIN 11/22/2017 08:00PM ET,19.025,ORL,,
SG/SF,Terrence Ross,3700,ORL@MIN 11/22/2017 08:00PM ET,18.662,ORL,1,
PG,Shelvin Mack,3400,ORL@MIN 11/22/2017 08:00PM ET,16.317,ORL,,
SF/PF,Jonathan Isaac,3300,ORL@MIN 11/22/2017 08:00PM ET,16.229,ORL,,2
PF/C,Bismack Biyombo,3200,ORL@MIN 11/22/2017 08:00PM ET,12.603,ORL,,
PF/C,Marreese Speights,3100,ORL@MIN 11/22/2017 08:00PM ET,13.808,ORL,,
PF/C,Khem Birch,3000,ORL@MIN 11/22/2017 08:00PM ET,3,ORL,,
SG/SF,Arron Afflalo,3000,ORL@MIN 11/22/2017 08:00PM ET,4.938,ORL,,
SG/SF,Wes Iwundu,3000,ORL@MIN 11/22/2017 08:00PM ET,4.05,ORL,,
SG/SF,Jamel Artis,3000,ORL@MIN 11/22/2017 08:00PM ET,0,ORL,,2
PF,Adreian Payne,3000,ORL@MIN 11/22/2017 08:00PM ET,0,ORL,,2
PG/SF,Mario Hezonja,3000,ORL@MIN 11/22/2017 08:00PM ET,7.625,ORL,,
C,Joel Embiid,9700,POR@PHI 11/22/2017 07:00PM ET,45.518,PHI,1,
PG/SF,Ben Simmons,9500,POR@PHI 11/22/2017 07:00PM ET,46.641,PHI,1,
SF/PF,Robert Covington,6200,POR@PHI 11/22/2017 07:00PM ET,31.813,PHI,1,
PF/C,Dario Saric,5000,POR@PHI 11/22/2017 07:00PM ET,21.328,PHI,1,
SG/SF,J.J. Redick,5000,POR@PHI 11/22/2017 07:00PM ET,26.839,PHI,1,
PF/C,Richaun Holmes,4100,POR@PHI 11/22/2017 07:00PM ET,11.958,PHI,,
PG,T.J. McConnell,4000,POR@PHI 11/22/2017 07:00PM ET,19.953,PHI,,
PG/SG,Jerryd Bayless,3900,POR@PHI 11/22/2017 07:00PM ET,18.475,PHI,,
PG/SG,Markelle Fultz,3800,POR@PHI 11/22/2017 07:00PM ET,12.438,PHI,,2
PF/C,Amir Johnson,3600,POR@PHI 11/22/2017 07:00PM ET,15.107,PHI,,
C,Jahlil Okafor,3400,POR@PHI 11/22/2017 07:00PM ET,12.625,PHI,,
SG/SF,Timothe Luwawu-Cabarrot,3100,POR@PHI 11/22/2017 07:00PM ET,10.85,PHI,,
SF/PF,Justin Anderson,3000,POR@PHI 11/22/2017 07:00PM ET,9.875,PHI,,2
SG/SF,Furkan Korkmaz,3000,POR@PHI 11/22/2017 07:00PM ET,2.25,PHI,,
PG,Jacob Pullen,3000,POR@PHI 11/22/2017 07:00PM ET,0,PHI,,
PF,James Michael McAdoo,3000,POR@PHI 11/22/2017 07:00PM ET,5,PHI,,
PG/SF,Nik Stauskas,3000,POR@PHI 11/22/2017 07:00PM ET,2.75,PHI,,2
SG/SF,Devin Booker,7700,MIL@PHO 11/22/2017 09:00PM ET,36.778,PHO,1,
SF/PF,T.J. Warren,6600,MIL@PHO 11/22/2017 09:00PM ET,30.847,PHO,1,
PF/C,Alex Len,4600,MIL@PHO 11/22/2017 09:00PM ET,24.059,PHO,,
PF/C,Greg Monroe,4600,MIL@PHO 11/22/2017 09:00PM ET,18.344,PHO,1,
C,Tyson Chandler,4500,MIL@PHO 11/22/2017 09:00PM ET,21.096,PHO,,1
PG,Mike James,4300,MIL@PHO 11/22/2017 09:00PM ET,23.097,PHO,,
PG,Tyler Ulis,4300,MIL@PHO 11/22/2017 09:00PM ET,16.206,PHO,1,
PF/C,Marquese Chriss,3900,MIL@PHO 11/22/2017 09:00PM ET,18.472,PHO,1,
SG/SF,Josh Jackson,3600,MIL@PHO 11/22/2017 09:00PM ET,18.153,PHO,,
PF/C,Dragan Bender,3400,MIL@PHO 11/22/2017 09:00PM ET,13.819,PHO,,
PF,Jared Dudley,3400,MIL@PHO 11/22/2017 09:00PM ET,11.35,PHO,,2
SG,Troy Daniels,3300,MIL@PHO 11/22/2017 09:00PM ET,9.514,PHO,,
C,Alan Williams,3200,MIL@PHO 11/22/2017 09:00PM ET,0,PHO,,2
PG/SG,Brandon Knight,3000,MIL@PHO 11/22/2017 09:00PM ET,0,PHO,,2
SG/SF,Davon Reed,3000,MIL@PHO 11/22/2017 09:00PM ET,0,PHO,,2
PF,Alec Peters,3000,MIL@PHO 11/22/2017 09:00PM ET,5.625,PHO,,
SF,Derrick Jones Jr.,3000,MIL@PHO 11/22/2017 09:00PM ET,4.65,PHO,,
PG,Damian Lillard,9100,POR@PHI 11/22/2017 07:00PM ET,43.824,POR,1,
PG/SG,C.J. McCollum,7300,POR@PHI 11/22/2017 07:00PM ET,35.203,POR,1,
C,Jusuf Nurkic,6600,POR@PHI 11/22/2017 07:00PM ET,28.324,POR,1,
SF/PF,Al-Farouq Aminu,4600,POR@PHI 11/22/2017 07:00PM ET,24.028,POR,,2
SG/SF,Evan Turner,4400,POR@PHI 11/22/2017 07:00PM ET,18.75,POR,,
PG/SG,Shabazz Napier,3700,POR@PHI 11/22/2017 07:00PM ET,14.192,POR,,
PF,Caleb Swanigan,3700,POR@PHI 11/22/2017 07:00PM ET,8.542,POR,,
SF/PF,Maurice Harkless,3500,POR@PHI 11/22/2017 07:00PM ET,15.632,POR,1,
PF/C,Noah Vonleh,3500,POR@PHI 11/22/2017 07:00PM ET,16.725,POR,1,
PF/C,Ed Davis,3400,POR@PHI 11/22/2017 07:00PM ET,17.485,POR,,
PF/C,Meyers Leonard,3200,POR@PHI 11/22/2017 07:00PM ET,11.4,POR,,
SF/PF,Jake Layman,3000,POR@PHI 11/22/2017 07:00PM ET,3.3,POR,,
PF/C,Zach Collins,3000,POR@PHI 11/22/2017 07:00PM ET,1.5,POR,,
PG/SG,Wade Baldwin IV,3000,POR@PHI 11/22/2017 07:00PM ET,0,POR,,2
SG/SF,Pat Connaughton,3000,POR@PHI 11/22/2017 07:00PM ET,11.074,POR,,
SG/SF,C.J. Wilcox,3000,POR@PHI 11/22/2017 07:00PM ET,0,POR,,2
SF/PF,Kawhi Leonard,8200,SA@NO 11/22/2017 08:00PM ET,0,SA,,2
PF/C,LaMarcus Aldridge,8100,SA@NO 11/22/2017 08:00PM ET,40.162,SA,1,
PF/C,Pau Gasol,5900,SA@NO 11/22/2017 08:00PM ET,28.544,SA,1,
SF/PF,Rudy Gay,5200,SA@NO 11/22/2017 08:00PM ET,22.456,SA,,
SG/SF,Danny Green,4600,SA@NO 11/22/2017 08:00PM ET,23.578,SA,1,
PG/SF,Kyle Anderson,4600,SA@NO 11/22/2017 08:00PM ET,24.206,SA,1,
PG,Patty Mills,4500,SA@NO 11/22/2017 08:00PM ET,19.853,SA,1,
PG,Dejounte Murray,4300,SA@NO 11/22/2017 08:00PM ET,19.118,SA,,
PG/SG,Bryn Forbes,3900,SA@NO 11/22/2017 08:00PM ET,10.578,SA,,
SG/SF,Manu Ginobili,3800,SA@NO 11/22/2017 08:00PM ET,16.732,SA,,
PG,Tony Parker,3700,SA@NO 11/22/2017 08:00PM ET,0,SA,,2
SG,Brandon Paul,3700,SA@NO 11/22/2017 08:00PM ET,9.617,SA,,
SF/PF,Davis Bertans,3000,SA@NO 11/22/2017 08:00PM ET,6.333,SA,,
PF/C,Joffrey Lauvergne,3000,SA@NO 11/22/2017 08:00PM ET,10.571,SA,,
PG/SG,Derrick White,3000,SA@NO 11/22/2017 08:00PM ET,5.167,SA,,2
SG/SF,Darrun Hilliard,3000,SA@NO 11/22/2017 08:00PM ET,2.167,SA,,
PF,Matt Costello,3000,SA@NO 11/22/2017 08:00PM ET,12.25,SA,,
PF/C,Zach Randolph,5000,LAL@SAC 11/22/2017 10:30PM ET,23.3,SAC,1,
SG/SF,Buddy Hield,5000,LAL@SAC 11/22/2017 10:30PM ET,22.383,SAC,,1
PF/C,Willie Cauley-Stein,4700,LAL@SAC 11/22/2017 10:30PM ET,22.5,SAC,,
PG,De'Aaron Fox,4600,LAL@SAC 11/22/2017 10:30PM ET,22.691,SAC,1,
PG/SG,George Hill,4100,LAL@SAC 11/22/2017 10:30PM ET,19.767,SAC,1,
SG/SF,Bogdan Bogdanovic,3600,LAL@SAC 11/22/2017 10:30PM ET,16.804,SAC,,
PF/C,Skal Labissiere,3500,LAL@SAC 11/22/2017 10:30PM ET,16.191,SAC,1,
PG/SG,Garrett Temple,3500,LAL@SAC 11/22/2017 10:30PM ET,16.047,SAC,1,
C,Kosta Koufos,3400,LAL@SAC 11/22/2017 10:30PM ET,17.912,SAC,,
SG/SF,Justin Jackson,3400,LAL@SAC 11/22/2017 10:30PM ET,10.817,SAC,,
C,Georgios Papagiannis,3000,LAL@SAC 11/22/2017 10:30PM ET,5.313,SAC,,
SF/PF,Jakarr Sampson,3000,LAL@SAC 11/22/2017 10:30PM ET,6.875,SAC,,
PF/C,Harry Giles,3000,LAL@SAC 11/22/2017 10:30PM ET,0,SAC,,2
PG/SG,Frank Mason III,3000,LAL@SAC 11/22/2017 10:30PM ET,12.375,SAC,,
SG/SF,Vince Carter,3000,LAL@SAC 11/22/2017 10:30PM ET,6.278,SAC,,1
SG/SF,Malachi Richardson,3000,LAL@SAC 11/22/2017 10:30PM ET,7.975,SAC,,
PF,Jack Cooley,3000,LAL@SAC 11/22/2017 10:30PM ET,4.75,SAC,,
SG/SF,DeMar DeRozan,8400,TOR@NY 11/22/2017 07:30PM ET,39.641,TOR,1,
PG,Kyle Lowry,8200,TOR@NY 11/22/2017 07:30PM ET,34.453,TOR,1,
PF/C,Serge Ibaka,5100,TOR@NY 11/22/2017 07:30PM ET,23.161,TOR,1,
C,Jonas Valanciunas,4900,TOR@NY 11/22/2017 07:30PM ET,21.667,TOR,1,
SG/SF,C.J. Miles,4200,TOR@NY 11/22/2017 07:30PM ET,17.183,TOR,,
PF,Pascal Siakam,3800,TOR@NY 11/22/2017 07:30PM ET,17.817,TOR,,
SF/PF,OG Anunoby,3700,TOR@NY 11/22/2017 07:30PM ET,13.078,TOR,1,
SG/SF,Norman Powell,3700,TOR@NY 11/22/2017 07:30PM ET,16.542,TOR,,1
PG/SG,Delon Wright,3500,TOR@NY 11/22/2017 07:30PM ET,16.536,TOR,,2
PG,Fred VanVleet,3500,TOR@NY 11/22/2017 07:30PM ET,11.938,TOR,,
C,Lucas Nogueira,3400,TOR@NY 11/22/2017 07:30PM ET,13.846,TOR,,
PF/C,Jakob Poeltl,3300,TOR@NY 11/22/2017 07:30PM ET,15.594,TOR,,
PG,Lorenzo Brown,3000,TOR@NY 11/22/2017 07:30PM ET,6.75,TOR,,
PF,Malcolm Miller,3000,TOR@NY 11/22/2017 07:30PM ET,0,TOR,,1
PF,Alfonzo McKinnie,3000,TOR@NY 11/22/2017 07:30PM ET,2.667,TOR,,
SF,Bruno Caboclo,3000,TOR@NY 11/22/2017 07:30PM ET,2.375,TOR,,
C,Rudy Gobert,7900,CHI@UTA 11/22/2017 09:00PM ET,35.042,UTA,,2
PG/SG,Donovan Mitchell,6600,CHI@UTA 11/22/2017 09:00PM ET,26.667,UTA,1,
PF/C,Derrick Favors,6300,CHI@UTA 11/22/2017 09:00PM ET,24.236,UTA,1,
SG/SF,Rodney Hood,5800,CHI@UTA 11/22/2017 09:00PM ET,25.547,UTA,,
PG,Ricky Rubio,5800,CHI@UTA 11/22/2017 09:00PM ET,28.471,UTA,1,
SG/SF,Joe Ingles,5000,CHI@UTA 11/22/2017 09:00PM ET,24.181,UTA,1,
SG/SF,Thabo Sefolosha,4200,CHI@UTA 11/22/2017 09:00PM ET,17.971,UTA,,
SF/PF,Jonas Jerebko,3900,CHI@UTA 11/22/2017 09:00PM ET,11.038,UTA,1,
SG/SF,Joe Johnson,3600,CHI@UTA 11/22/2017 09:00PM ET,11.656,UTA,,2
PG/SG,Alec Burks,3500,CHI@UTA 11/22/2017 09:00PM ET,12.515,UTA,,
SF/PF,Eric Griffin,3000,CHI@UTA 11/22/2017 09:00PM ET,0,UTA,,
PF/C,Tony Bradley,3000,CHI@UTA 11/22/2017 09:00PM ET,1.75,UTA,,
PF/C,Ekpe Udoh,3000,CHI@UTA 11/22/2017 09:00PM ET,11.264,UTA,,
PG/SG,Dante Exum,3000,CHI@UTA 11/22/2017 09:00PM ET,0,UTA,,2
PG,Raul Neto,3000,CHI@UTA 11/22/2017 09:00PM ET,10.432,UTA,,
PG,Nate Wolters,3000,CHI@UTA 11/22/2017 09:00PM ET,1.375,UTA,,
SF,Royce O'Neale,3000,CHI@UTA 11/22/2017 09:00PM ET,4.227,UTA,,
PG,John Wall,8700,WAS@CHA 11/22/2017 07:00PM ET,41.55,WAS,1,
SG,Bradley Beal,7800,WAS@CHA 11/22/2017 07:00PM ET,38.279,WAS,1,
SF/PF,Otto Porter,6100,WAS@CHA 11/22/2017 07:00PM ET,32.641,WAS,1,
C,Marcin Gortat,5100,WAS@CHA 11/22/2017 07:00PM ET,26.721,WAS,1,
SF/PF,Markieff Morris,4600,WAS@CHA 11/22/2017 07:00PM ET,18.4,WAS,1,
SG/SF,Kelly Oubre Jr.,4400,WAS@CHA 11/22/2017 07:00PM ET,22.235,WAS,,
PG,Tim Frazier,3600,WAS@CHA 11/22/2017 07:00PM ET,13.603,WAS,,
PF/C,Jason Smith,3500,WAS@CHA 11/22/2017 07:00PM ET,6.214,WAS,,
PF,Mike Scott,3500,WAS@CHA 11/22/2017 07:00PM ET,13.817,WAS,,
C,Ian Mahinmi,3400,WAS@CHA 11/22/2017 07:00PM ET,8.868,WAS,,
SG,Jodie Meeks,3400,WAS@CHA 11/22/2017 07:00PM ET,10.882,WAS,,
PG/SG,Tomas Satoransky,3200,WAS@CHA 11/22/2017 07:00PM ET,6.917,WAS,,
PF/C,Chris McCullough,3000,WAS@CHA 11/22/2017 07:00PM ET,6.417,WAS,,
PF,Mike Young,3000,WAS@CHA 11/22/2017 07:00PM ET,0,WAS,,2
SG,Devin Robinson,3000,WAS@CHA 11/22/2017 07:00PM ET,0,WAS,,2
SG,Sheldon Mac,3000,WAS@CHA 11/22/2017 07:00PM ET,0,WAS,,2
