GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,Column1
4507,"Bazemore, Kent",Kent Bazemore,20171020,atl,cha,A,20171020-atl-cha,19,91,109,1,26.06666667,1,1,23.2,21.25,20.75,23.2,11pt 1rb 2as 3st 1to 1trey 5-9fg,0,0,4800,-100,5000,-600,,,17,3,2,23,,2,
5146,"Wilson, D.J.",D.J. Wilson,20171020,mil,cle,H,20171020-cle-mil,19,97,116,0,1.233333333,1,1,0,0,0,0,0pt,0,0,3000,0,3000,0,,,10,0,4,34,,4,
5174,"Clavell, Gian",Gian Clavell,20171020,dal,sac,H,20171020-sac-dal,20.5,88,93,0,9.966666667,1,1,8.4,8,8,8.4,3pt 2rb 1st 1trey 1-3fg,0,0,3000,0,3000,-400,,,10,0,1,1,,1,
3571,"Wade, Dwyane",Dwyane Wade,20171020,cle,mil,A,20171020-cle-mil,19,116,97,1,26.25,1,1,10.9,11.5,10.25,10.9,4pt 2rb 3as 1st 3to 2-7fg,0,0,5600,-400,5000,-200,,,22,0,2,2,,2,
4761,"Vonleh, Noah",Noah Vonleh,20171020,por,ind,A,20171020-por-ind,19,114,96,0,0,0,0,0,0,0,0,,0,0,3100,0,3500,0,,,10,0,4,45,,4,
4397,"Shumpert, Iman",Iman Shumpert,20171020,cle,mil,A,20171020-cle-mil,19,116,97,0,13.96666667,1,1,5.9,5.5,5.25,5.9,0pt 2rb 1as 1st 1to 0-1fg,0,0,3000,0,3000,0,,,10,0,2,12,,2,
4321,"Wall, John",John Wall,20171020,was,det,H,20171020-det-was,19,115,111,1,33.56666667,1,1,45.6,48.75,48.25,45.6,26pt 3rb 10as 1st 2bl 8to 1trey 8-12fg 9-11ft,1,0,10500,500,9800,0,,,48,0,1,1,,1,
3992,"Green, Jeff",Jeff Green,20171020,cle,mil,A,20171020-cle-mil,19,116,97,0,17.65,1,1,14.7,14.25,13.5,14.7,10pt 1rb 1as 1st 1to 4-7fg 2-2ft,0,0,3000,0,3000,0,,,10,0,3,34,,3,
4496,"Acy, Quincy",Quincy Acy,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,0,16.73333333,1,1,8.3,9.5,10,8.3,3pt 4rb 1as 1to 1trey 1-1fg,0,0,3000,0,3000,0,,,10,0,4,45,,4,
4860,"Anderson, Justin",Justin Anderson,20171020,phi,bos,H,20171020-bos-phi,19,92,102,0,3.066666667,1,1,0,0,0,0,0pt,0,0,3200,0,3000,0,,,10,0,3,34,,3,
4514,"Lamb, Jeremy",Jeremy Lamb,20171020,cha,atl,H,20171020-atl-cha,19,109,91,1,38.28333333,1,1,25,25.25,22.75,25,15pt 5rb 2as 1bl 2to 7-17fg 1-1ft,0,0,5500,2000,5700,0,,,10,0,3,23,,2,
4657,"McCollum, C.J.",C.J. McCollum,20171020,por,ind,A,20171020-por-ind,19,114,96,1,32.28333333,1,1,43.9,43.75,43.5,43.9,28pt 7rb 1as 1st 1bl 3trey 12-18fg 1-2ft,0,0,7200,0,7200,0,,,30,0,2,12,,2,
4591,"Len, Alex",Alex Len,20171020,pho,lal,H,20171020-lal-pho,22,130,132,0,21.18333333,1,1,13.9,14.75,14,13.9,4pt 7rb 1as 1bl 3to 1-4fg 2-2ft,0,0,4100,600,4100,0,,,11,1,5,45,,5,
4902,"McCaw, Patrick",Patrick McCaw,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,0,0,1,1,0,0,0,0,0pt,0,0,3300,300,3900,400,,,10,0,2,23,,3,
4261,"Aminu, Al-Farouq",Al-Farouq Aminu,20171020,por,ind,A,20171020-por-ind,19,114,96,1,34.55,1,1,44.2,45.5,45.5,44.2,16pt 16rb 2as 1st 1bl 2trey 7-13fg,1,0,4900,-100,4800,-300,,,13,0,4,34,,4,
4458,"Biyombo, Bismack",Bismack Biyombo,20171020,orl,bkn,A,20171020-orl-bkn,19.5,121,126,0,12.78333333,1,1,5.2,5.25,5,5.2,3pt 1rb 1bl 2to 1-2fg 1-1ft,0,0,4200,0,3800,0,,,10,0,5,45,,5,
3931,"Sefolosha, Thabo",Thabo Sefolosha,20171020,uta,min,A,20171020-uta-min,20,97,100,0,24.65,1,1,17,17.25,17.75,17,9pt 5rb 1st 1to 1trey 4-4fg,0,0,3600,100,3200,0,,,11,1,3,23,,2,
3116,"Crawford, Jamal",Jamal Crawford,20171020,min,uta,H,20171020-uta-min,20,100,97,0,19.18333333,1,1,20.5,21.5,22,20.5,17pt 1as 1st 1to 3trey 6-10fg 2-2ft,0,0,3900,100,3700,0,,,10,0,2,2,,2,
4269,"Bradley, Avery",Avery Bradley,20171020,det,was,A,20171020-det-was,19,111,115,1,32.96666667,1,1,21.4,24.5,24,21.4,18pt 2rb 2as 1st 5to 3trey 6-13fg 3-4ft,0,0,5100,-200,5400,-100,,,27,3,2,12,,2,
3975,"Brewer, Corey",Corey Brewer,20171020,lal,pho,A,20171020-lal-pho,22,132,130,1,33.43333333,1,1,19.4,16.5,15.25,19.4,5pt 2rb 2as 3st 2-6fg 1-2ft,0,0,3000,0,3300,0,,,10,0,3,23,,3,
5166,"Bradley, Tony",Tony Bradley,20171020,uta,min,A,20171020-uta-min,20,97,100,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,45,,5,
4921,"Sabonis, Domantas",Domantas Sabonis,20171020,ind,por,H,20171020-por-ind,19,96,114,1,28.93333333,1,1,14.1,15,13.25,14.1,3pt 8rb 1as 1bl 3to 1-5fg 1-4ft,0,0,3800,700,3500,300,,,10,0,4,45,,4,
4627,"Oladipo, Victor",Victor Oladipo,20171020,ind,por,H,20171020-por-ind,19,96,114,1,32.53333333,1,1,28.2,28.5,25,28.2,17pt 6rb 2as 1bl 2to 5-17fg 7-9ft,0,0,7100,1000,6900,100,,,22,0,2,12,,2,
4875,"Bjelica, Nemanja",Nemanja Bjelica,20171020,min,uta,H,20171020-uta-min,20,100,97,0,13.36666667,1,1,15,16.75,17.5,15,10pt 5rb 1to 2trey 4-5fg,0,0,3100,0,3200,-100,,,10,0,3,34,,3,
4981,"Jones, Jalen",Jalen Jones,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,0,0,0,1,0,0,0,0,,0,0,,,,,,,10,0,,,,2,
4709,"Bogdanovic, Bojan",Bojan Bogdanovic,20171020,ind,por,H,20171020-por-ind,19,96,114,1,24.2,1,1,13.8,15.5,14.25,13.8,11pt 4rb 2to 1trey 4-9fg 2-4ft,0,0,3700,400,4100,-300,,,11,0,3,23,,3,
4838,"Johnson, Stanley",Stanley Johnson,20171020,det,was,A,20171020-det-was,19,111,115,1,23.7,1,1,19.6,19.25,19.5,19.6,10pt 3rb 2as 1st 1trey 3-3fg 3-4ft,0,0,4500,600,3700,-300,,,10,0,3,23,,3,
4102,"Hill, George",George Hill,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,1,31.93333333,1,1,31,33.25,33.75,31,21pt 5rb 2as 2st 5to 3trey 9-12fg 0-1ft,0,0,5900,-100,5200,-300,,,20,0,1,12,,2,
5215,"Ball, Lonzo",Lonzo Ball,20171020,lal,pho,A,20171020-lal-pho,22,132,130,1,37.46666667,1,1,54.7,59.75,58.25,54.7,29pt 11rb 9as 1st 4to 4trey 12-27fg 1-2ft,1,0,6800,0,6800,0,,,24,0,1,1,,1,
4620,"Gobert, Rudy",Rudy Gobert,20171020,uta,min,A,20171020-uta-min,20,97,100,1,32.96666667,1,1,34.6,34.25,33.5,34.6,10pt 13rb 2st 2bl 3to 5-10fg,1,0,8100,0,8200,-600,,,34,3,5,5,,5,
4704,"Wiggins, Andrew",Andrew Wiggins,20171020,min,uta,H,20171020-uta-min,20,100,97,1,34.65,1,1,25,27.25,25,25,21pt 5rb 2to 2trey 7-19fg 5-6ft,0,0,6800,-200,6300,300,,,31,0,2,34,,3,
3872,"Rondo, Rajon",Rajon Rondo,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,0,0,0,1,0,0,0,0,,0,0,5800,0,5400,0,,,22,0,1,1,,1,
4599,"Buycks, Dwight",Dwight Buycks,20171020,det,was,A,20171020-det-was,19,111,115,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,1,1,,1,
5197,"Young, Mike",Mike Young,20171020,was,det,H,20171020-det-was,19,115,111,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,,,4,4,,,
4918,"Luwawu, Timothe",Timothe Luwawu,20171020,phi,bos,H,20171020-bos-phi,19,92,102,0,14.28333333,1,1,6.5,5.5,4.75,6.5,2pt 1as 1st 1-4fg,0,0,3100,0,3200,-300,,,10,0,2,23,,3,
4187,"Jerebko, Jonas",Jonas Jerebko,20171020,uta,min,A,20171020-uta-min,20,97,100,0,0,0,1,0,0,0,0,,0,0,3000,0,3700,0,,,10,0,4,34,,4,
5132,"Fox, De'Aaron",De'Aaron Fox,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,0,26.31666667,1,1,32.2,33,31.25,32.2,9pt 6rb 10as 1st 2to 1trey 4-13fg,0,0,4500,700,5100,-600,,,13,1,1,1,,1,
5209,"Cooke, Charles",Charles Cooke,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,2,,2,
4701,"Ingles, Joe",Joe Ingles,20171020,uta,min,A,20171020-uta-min,20,97,100,1,34.38333333,1,1,27.1,27.75,29,27.1,14pt 3rb 3as 2st 1to 4trey 5-8fg,0,0,4500,700,4600,100,,,13,3,3,23,,2,
4209,"Casspi, Omri",Omri Casspi,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,0,0,0,1,0,0,0,0,,0,0,3000,0,3200,-100,,,10,0,3,34,,3,
4285,"Hayward, Gordon",Gordon Hayward,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,0,0,1,0,0,0,0,,0,0,,,5000,-1700,,,10,-22,,23,,2,
4820,"Looney, Kevon",Kevon Looney,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,0,0,0,1,0,0,0,0,,0,0,3200,200,3000,0,,,10,0,4,34,,4,
5124,"Bird, Jabari",Jabari Bird,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,13.63333333,1,1,4.2,4.25,3.5,4.2,3pt 1rb 0-1fg 3-5ft,0,0,3000,0,3000,0,,,10,0,2,2,,2,
4570,"Covington, Robert",Robert Covington,20171020,phi,bos,H,20171020-bos-phi,19,92,102,1,27.11666667,1,1,18.4,19.5,19.25,18.4,12pt 2rb 2as 1bl 2to 2trey 5-10fg,0,0,6800,400,5700,700,,,26,0,3,34,,3,
4036,"Young, Nick",Nick Young,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,0,11.18333333,1,1,8.7,8.25,8.25,8.7,3pt 1rb 1as 1st 1trey 1-3fg,0,0,3700,700,4000,800,,,11,1,2,2,,2,
4925,"Simmons, Ben",Ben Simmons,20171020,phi,bos,H,20171020-bos-phi,19,92,102,1,36.9,1,1,30.7,33.75,31.75,30.7,11pt 11rb 5as 1st 4to 4-11fg 3-6ft,1,0,7700,2100,7500,400,,,26,5,4,13,,4,
3749,"Frye, Channing",Channing Frye,20171020,cle,mil,A,20171020-cle-mil,19,116,97,0,1.233333333,1,1,5.7,6.25,6.75,5.7,3pt 1rb 1as 1trey 1-1fg,0,0,3000,0,3300,-100,,,10,0,5,45,,5,
4897,"Williams, Alan",Alan Williams,20171020,pho,lal,H,20171020-lal-pho,22,130,132,0,0,0,0,0,0,0,0,,0,0,,,3400,0,,,10,-1,,5,,4,
4407,"Morris, Marcus",Marcus Morris,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,0,0,1,0,0,0,0,,0,0,4900,0,4500,600,,,20,3,4,34,,3,
4676,"Sampson, JaKarr",JaKarr Sampson,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,34,,2,
5113,"Allen, Kadeem",Kadeem Allen,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,1,2,,2,
5170,"Ouattara, Yakuba",Yakuba Ouattara,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,2,,2,
4811,"Connaughton, Pat",Pat Connaughton,20171020,por,ind,A,20171020-por-ind,19,114,96,0,22.08333333,1,1,13.1,14.25,15,13.1,8pt 3rb 1as 2trey 3-4fg,0,0,3500,500,3100,100,,,10,0,2,23,,2,
4760,"Dinwiddie, Spencer",Spencer Dinwiddie,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,0,24.7,1,1,34.5,34.25,32.75,34.5,16pt 5rb 5as 2st 1to 2trey 6-15fg 2-3ft,0,0,3900,200,3500,0,,,10,0,1,12,,1,
5182,"O'Neale, Royce",Royce O'Neale,20171020,uta,min,A,20171020-uta-min,20,97,100,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,3,,3,
4964,"Brussino, Nicolas",Nicolas Brussino,20171020,atl,cha,A,20171020-atl-cha,19,91,109,0,2.6,1,1,1.2,1.25,1,1.2,0pt 1rb 0-1fg,0,0,3000,0,3000,0,,,10,0,3,23,,2,
4412,"Harris, Tobias",Tobias Harris,20171020,det,was,A,20171020-det-was,19,111,115,1,33.68333333,1,1,23.1,22.75,21.75,23.1,15pt 3rb 1as 1st 1trey 5-10fg 4-5ft,0,0,6800,1200,5900,300,,,21,3,3,34,,4,
5114,"Theis, Daniel",Daniel Theis,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,10.65,1,1,7.1,6.75,6.5,7.1,0pt 3rb 1as 1bl 1to 0-1fg,0,0,3000,0,3000,0,,,10,0,4,45,,4,
4260,"Aldrich, Cole",Cole Aldrich,20171020,min,uta,H,20171020-uta-min,20,100,97,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,5,
4699,"Payton, Elfrid",Elfrid Payton,20171020,orl,bkn,A,20171020-orl-bkn,19.5,121,126,1,14.5,1,1,12.2,12.25,11.25,12.2,4pt 1rb 4as 1st 2to 2-6fg,0,0,7500,1000,7300,200,,,31,1,1,1,,1,
4405,"Joseph, Cory",Cory Joseph,20171020,ind,por,H,20171020-por-ind,19,96,114,0,19.9,1,1,9,9.5,8.5,9,7pt 2as 1to 1-5fg 5-5ft,0,0,4300,300,4000,0,,,11,0,1,1,,1,
5155,"Collins, Zach",Zach Collins,20171020,por,ind,A,20171020-por-ind,19,114,96,0,7.033333333,1,1,1.4,2,1,1.4,0pt 2rb 1to 0-4fg,0,0,3000,0,3400,0,,,10,0,5,45,,5,
4828,"Oubre, Kelly",Kelly Oubre,20171020,was,det,H,20171020-det-was,19,115,111,1,35.91666667,1,1,17.4,16.25,15.25,17.4,4pt 7rb 2st 1to 1-5fg 2-2ft,0,0,5300,2000,4400,600,,,10,0,3,23,,3,
4173,"Curry, Stephen",Stephen Curry,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,1,35.15,1,1,42.6,45.25,45,42.6,28pt 3rb 8as 1to 4trey 7-16fg 10-10ft,0,0,9400,-300,8800,0,,,47,3,1,12,,1,
4741,"Cooley, Jack",Jack Cooley,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,4,,4,
5136,"Mitchell, Donovan",Donovan Mitchell,20171020,uta,min,A,20171020-uta-min,20,97,100,0,20,1,1,10,8.5,6.75,10,2pt 2as 2bl 1to 1-7fg 0-1ft,0,0,4500,1200,4000,100,,,10,0,2,12,,1,
5111,"Tatum, Jayson",Jayson Tatum,20171020,bos,phi,A,20171020-bos-phi,19,102,92,1,32.75,1,1,30.6,29.5,28.25,30.6,15pt 8rb 3bl 3to 3-8fg 9-9ft,0,0,6500,3000,5800,1700,,,14,4,3,34,,4,
5216,"Kuzma, Kyle",Kyle Kuzma,20171020,lal,pho,A,20171020-lal-pho,22,132,130,0,28.4,1,1,21.6,22.25,22.25,21.6,15pt 3rb 2as 1trey 6-7fg 2-3ft,0,0,4800,0,4900,100,,,10,-1,4,34,,3,
4674,"Powell, Dwight",Dwight Powell,20171020,dal,sac,H,20171020-sac-dal,20.5,88,93,0,9.733333333,1,1,9.3,10,9.5,9.3,3pt 4rb 1as 1trey 1-5fg,0,0,3200,-200,3300,-100,,,10,0,4,45,,4,
3736,"Bogut, Andrew",Andrew Bogut,20171020,lal,pho,A,20171020-lal-pho,22,132,130,0,7.316666667,1,1,4.1,4.75,4.5,4.1,0pt 3rb 1as 1to 0-1fg,0,0,3000,0,3000,0,,,10,0,5,5,,5,
4167,"Gibson, Taj",Taj Gibson,20171020,min,uta,H,20171020-uta-min,20,100,97,1,26.28333333,1,1,20.1,19,18.25,20.1,4pt 8rb 1as 2st 1to 2-5fg,0,0,4300,-100,4000,-300,,,10,0,4,45,,4,
4703,"Stauskas, Nik",Nik Stauskas,20171020,phi,bos,H,20171020-bos-phi,19,92,102,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,13,,2,
4489,"Drummond, Andre",Andre Drummond,20171020,det,was,A,20171020-det-was,19,111,115,1,26.36666667,1,1,28.4,28.5,27.25,28.4,9pt 12rb 2as 1st 1to 4-9fg 1-1ft,0,0,8500,500,7600,0,,,26,3,5,5,,5,
5162,"Kleber, Maxi",Maxi Kleber,20171020,dal,sac,H,20171020-sac-dal,20.5,88,93,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,4,,4,
3970,"Afflalo, Arron",Arron Afflalo,20171020,orl,bkn,A,20171020-orl-bkn,19.5,121,126,0,14.91666667,1,1,11.9,11,10,11.9,2pt 2rb 3as 1bl 0-3fg 2-3ft,0,0,3000,0,3300,0,,,10,0,2,23,,2,
4770,"Kilpatrick, Sean",Sean Kilpatrick,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,0,0,0,1,0,0,0,0,,0,0,4000,0,4300,0,,,10,0,2,12,,2,
3314,"Randolph, Zach",Zach Randolph,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,1,30.31666667,1,1,26.7,26,23.5,26.7,13pt 6rb 1as 2st 1to 1trey 5-15fg 2-4ft,0,0,5800,0,5500,-100,,,21,0,4,45,,4,
4109,"Koufos, Kosta",Kosta Koufos,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,0,21.15,1,1,13,12.25,11.25,13,3pt 5rb 1st 1bl 2to 1-4fg 1-2ft,0,0,3500,-300,3300,-200,,,10,0,5,5,,5,
4482,"Davis, Anthony",Anthony Davis,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,1,39.91666667,1,1,67.9,70.75,70.5,67.9,35pt 17rb 5as 2st 1bl 4to 3trey 15-21fg 2-5ft,1,0,10900,100,10600,100,,,52,0,4,45,,4,
4504,"Green, Draymond",Draymond Green,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,1,34.61666667,1,1,28.5,30.75,30,28.5,10pt 5rb 9as 1st 4to 2trey 4-11fg,0,0,8400,100,7300,300,,,35,0,4,45,,4,
4275,"Crawford, Jordan",Jordan Crawford,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,0,24.41666667,1,1,22.7,25.25,25.5,22.7,13pt 1rb 7as 2to 3trey 5-10fg,0,0,3000,-100,3600,-300,,,11,1,2,12,,2,
4890,"Simmons, Jonathon",Jonathon Simmons,20171020,orl,bkn,A,20171020-orl-bkn,19.5,121,126,0,21.76666667,1,1,10.7,12.75,13,10.7,10pt 1rb 1as 2to 2trey 3-6fg 2-2ft,0,0,4100,900,4000,-300,,,13,0,3,23,,2,
4073,"Rose, Derrick",Derrick Rose,20171020,cle,mil,A,20171020-cle-mil,19,116,97,1,22.88333333,1,1,20.9,19.5,19.25,20.9,12pt 2rb 1as 2st 1to 3-4fg 6-6ft,0,0,5300,-200,4900,-100,,,19,0,1,1,,1,
4735,"Galloway, Langston",Langston Galloway,20171020,det,was,A,20171020-det-was,19,111,115,0,12.21666667,1,1,8.9,9.5,9.75,8.9,5pt 2rb 1as 1trey 2-3fg,0,0,3800,600,3500,500,,,10,0,1,12,,1,
5217,"Bryant, Thomas",Thomas Bryant,20171020,lal,pho,A,20171020-lal-pho,22,132,130,0,0,0,0,0,0,0,0,,0,0,3000,0,3400,0,,,10,0,5,45,,5,
4938,"Prince, Taurean",Taurean Prince,20171020,atl,cha,A,20171020-atl-cha,19,91,109,1,29.05,1,1,26.2,27.5,26.75,26.2,15pt 6rb 2as 1st 2to 2trey 6-13fg 1-1ft,0,0,4800,1400,5000,0,,,17,3,3,23,,3,
4655,"Larkin, Shane",Shane Larkin,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,19.43333333,1,1,17.4,19,19.75,17.4,10pt 2rb 4as 1to 2trey 4-5fg,0,0,3000,0,3000,0,,,10,0,1,1,,1,
5119,"Zizic, Ante",Ante Zizic,20171020,cle,mil,A,20171020-cle-mil,19,116,97,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,45,,5,
4721,"O'Bryant, Johnny",Johnny O'Bryant,20171020,cha,atl,H,20171020-atl-cha,19,109,91,0,14.1,1,1,20.7,19,18,20.7,6pt 6rb 1as 1st 1bl 2-6fg 2-2ft,0,0,3000,0,3000,0,,,10,0,4,45,,4,
4299,"Mozgov, Timofey",Timofey Mozgov,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,1,15.73333333,1,1,10.2,11,10.25,10.2,4pt 6rb 1to 2-5fg,0,0,3500,-400,3400,-500,,,10,0,5,5,,5,
4613,"Felix, Carrick",Carrick Felix,20171020,was,det,H,20171020-det-was,19,115,111,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,23,,2,
3985,"Dudley, Jared",Jared Dudley,20171020,pho,lal,H,20171020-lal-pho,22,130,132,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,4,,4,
4807,"Neto, Raul",Raul Neto,20171020,uta,min,A,20171020-uta-min,20,97,100,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,-100,,,10,0,1,1,,1,
4363,"Butler, Jimmy",Jimmy Butler,20171020,min,uta,H,20171020-uta-min,20,100,97,1,38.58333333,1,1,36.9,34.25,32,36.9,13pt 7rb 3as 5st 4to 5-14fg 3-3ft,0,0,8700,0,7700,-400,,,36,-2,3,2,,2,
4516,"Zeller, Tyler",Tyler Zeller,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,4,
4835,"Holmes, Richaun",Richaun Holmes,20171020,phi,bos,H,20171020-bos-phi,19,92,102,0,0,0,1,0,0,0,0,,0,0,3300,0,3900,0,,,19,0,5,45,,5,
5165,"Wiley, Jacob",Jacob Wiley,20171020,bkn,orl,H,20171020-orl-bkn,19.5,126,121,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,1,1,,1,
4263,"Asik, Omer",Omer Asik,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,4,
4525,"Henson, John",John Henson,20171020,mil,cle,H,20171020-cle-mil,19,97,116,0,8.25,1,1,5.4,6,6,5.4,4pt 2rb 1to 1-1fg 2-2ft,0,0,4300,200,3500,0,,,10,0,5,5,,5,
5137,"Isaac, Jonathan",Jonathan Isaac,20171020,orl,bkn,A,20171020-orl-bkn,19.5,121,126,1,22.65,1,1,19.7,19.25,19.5,19.7,9pt 1rb 3as 2st 1bl 4to 1trey 4-5fg,0,0,4100,800,3700,-300,,,10,0,4,34,,3,
4935,"Maker, Thon",Thon Maker,20171020,mil,cle,H,20171020-cle-mil,19,97,116,1,16.98333333,1,1,13.6,13.25,13.25,13.6,7pt 3rb 1bl 1trey 3-5fg,0,0,3500,-300,3600,-200,,,10,0,5,45,,5,
3553,"Pachulia, Zaza",Zaza Pachulia,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,1,20.95,1,1,18.8,19.75,19,18.8,8pt 9rb 1st 3to 3-6fg 2-2ft,0,0,3600,-200,3500,100,,,10,0,5,5,,5,
5218,"Caruso, Alex",Alex Caruso,20171020,lal,pho,A,20171020-lal-pho,22,132,130,0,6.8,1,1,3.2,3.75,3.5,3.2,0pt 1rb 2as 1to 0-1fg,0,0,3000,0,3000,0,,,10,0,2,12,,2,
4274,"Cousins, DeMarcus",DeMarcus Cousins,20171020,nor,gsw,H,20171020-gsw-nor,21.5,120,128,1,32.86666667,1,1,65.3,68,66.25,65.3,35pt 14rb 5as 4st 6to 3trey 11-23fg 10-13ft,1,0,11100,900,10400,400,,,50,2,5,45,,5,
4114,"McGee, JaVale",JaVale McGee,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,0,8.483333333,1,1,7.3,8,7.75,7.3,2pt 4rb 1as 1to 1-2fg,0,0,3300,0,3200,0,,,10,0,5,5,,5,
5134,"Collins, John",John Collins,20171020,atl,cha,A,20171020-atl-cha,19,91,109,0,15.35,1,1,14.4,12.5,11.75,14.4,5pt 2rb 1st 2bl 2to 2-4fg 1-2ft,0,0,5000,1300,4400,-200,,,11,0,4,45,,4,
3998,"Horford, Al",Al Horford,20171020,bos,phi,A,20171020-bos-phi,19,102,92,1,36.41666667,1,1,31.3,34.25,33,31.3,17pt 9rb 3as 1bl 4to 3trey 5-16fg 4-4ft,0,0,7400,200,6800,600,,,26,0,5,45,,5,
4941,"Jones, Derrick",Derrick Jones,20171020,pho,lal,H,20171020-lal-pho,22,130,132,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,3,,3,
4494,"Beal, Bradley",Bradley Beal,20171020,was,det,H,20171020-det-was,19,115,111,1,34.86666667,1,1,42.8,41.5,39.5,42.8,25pt 4rb 4as 3bl 2to 1trey 9-18fg 6-7ft,0,0,7800,500,7100,100,,,34,3,2,2,,2,
5176,"Patton, Justin",Justin Patton,20171020,min,uta,H,20171020-uta-min,20,100,97,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,5,
3054,"Terry, Jason",Jason Terry,20171020,mil,cle,H,20171020-cle-mil,19,97,116,0,16.38333333,1,1,13.1,11.25,10.25,13.1,2pt 3rb 1as 2st 0-4fg 2-2ft,0,0,3000,0,3000,0,,,10,0,2,12,,2,
4677,"Smart, Marcus",Marcus Smart,20171020,bos,phi,A,20171020-bos-phi,19,102,92,0,0,0,1,0,0,0,0,,0,0,6600,1300,6000,1000,,,21,3,2,23,,1,
3641,"Iguodala, Andre",Andre Iguodala,20171020,gsw,nor,A,20171020-gsw-nor,21.5,128,120,0,22.93333333,1,1,20.4,21.25,20.75,20.4,7pt 7rb 4as 1to 3-5fg 1-1ft,0,0,4300,0,4100,500,,,14,2,3,23,,2,
4979,"Labissiere, Skal",Skal Labissiere,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,0,12.95,1,1,16,15.75,14.5,16,8pt 5rb 1bl 1to 4-9fg,0,0,4100,0,4900,100,,,11,0,4,45,,4,
4961,"Hield, Buddy",Buddy Hield,20171020,sac,dal,A,20171020-sac-dal,20.5,93,88,1,27.46666667,1,1,23.7,25,23.75,23.7,13pt 6rb 3as 1to 1trey 4-11fg 4-4ft,0,0,5000,400,5200,100,,,17,0,2,23,,3,
