GID,"Last, First",First  Last,Date,Team,Opp,H/A,GameID,GTime(ET),Team pts,Opp pts,Start,Minutes,GP,active,FDP,DKP,DDP,YHP,Stats,DoubleD,TripleD,FD Sal,FD Change,DK Sal,DK Change,DD Sal,DD Change,YH Sal,YH Change,FD pos,DK pos,DD pos,YH pos,Column1
4104,"Ibaka, Serge",Serge Ibaka,20171023,tor,sas,A,20171023-tor-sas,20.5,97,101,1,25.48333333,1,1,16.8,18.5,18,16.8,13pt 4rb 1to 2trey 5-10fg 1-2ft,0,0,6200,200,5700,300,,,24,-2,4,45,,4,
4034,"Wright, Brandan",Brandan Wright,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,10.4,1,1,5.6,5.75,5.5,5.6,2pt 3rb 1-2fg,0,0,3900,-400,3800,0,,,10,0,5,45,,5,
5173,"Brooks, Dillon",Dillon Brooks,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,21.2,1,1,5,4.5,4,5,3pt 1st 1to 1-2fg 1-2ft,0,0,4400,400,4600,600,,,13,3,3,23,,3,
4787,"Winslow, Justise",Justise Winslow,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,0,26,1,1,18.5,17.75,16.75,18.5,8pt 5rb 1as 1st 4-8fg,0,0,4100,-100,4100,-200,,,19,0,3,34,,3,
4092,"Dragic, Goran",Goran Dragic,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,1,32.58333333,1,1,30.2,31.25,29.25,30.2,19pt 1rb 6as 1st 2to 2trey 7-16fg 3-6ft,0,0,7100,100,7000,0,,,32,1,1,1,,1,
3978,"Chandler, Wilson",Wilson Chandler,20171023,den,was,H,20171023-was-den,21,104,109,1,31.91666667,1,1,12.4,14,13.25,12.4,7pt 2rb 4as 3to 2-4fg 3-4ft,0,0,5700,200,5200,300,,,27,0,3,34,,3,
5121,"Qi, Zhou",Zhou Qi,20171023,hou,mem,H,20171023-mem-hou,20,90,98,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,45,,4,
4735,"Galloway, Langston",Langston Galloway,20171023,det,phi,H,20171023-phi-det,19,86,97,0,12.61666667,1,1,8.2,10.75,12,8.2,9pt 1rb 2to 3trey 3-4fg,0,0,3500,-300,3200,-300,,,10,0,1,12,,1,
4938,"Prince, Taurean",Taurean Prince,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,1,36.96666667,1,1,33.4,35.25,35,33.4,20pt 7rb 2as 3st 7to 2trey 9-14fg,0,0,5400,-300,5400,100,,,17,-1,3,23,,3,
4721,"O'Bryant, Johnny",Johnny O'Bryant,20171023,cha,mil,A,20171023-cha-mil,20,94,103,0,13.9,1,1,20.8,20.5,19.75,20.8,14pt 4rb 1bl 1to 4-7fg 6-6ft,0,0,3200,200,3000,0,,,10,0,4,45,,4,
4080,"Arthur, Darrell",Darrell Arthur,20171023,den,was,H,20171023-was-den,21,104,109,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,4,,4,
4613,"Felix, Carrick",Carrick Felix,20171023,was,den,A,20171023-was-den,21,109,104,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,23,,2,
3985,"Dudley, Jared",Jared Dudley,20171023,pho,sac,H,20171023-sac-pho,22,117,115,0,4.683333333,1,1,-1,-0.5,-0.75,-1,0pt 1to 0-1fg,0,0,3000,0,3000,0,,,10,0,4,4,,4,
4907,"Paul, Brandon",Brandon Paul,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,7.3,1,1,3,3,3,3,0pt 2as,0,0,3000,0,3000,0,,,10,0,2,2,,2,
4835,"Holmes, Richaun",Richaun Holmes,20171023,phi,det,A,20171023-phi-det,19,97,86,0,0,0,0,0,0,0,0,,0,0,3300,0,3900,0,,,22,0,5,45,,5,
4986,"Selden, Wayne",Wayne Selden,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,12,,2,
4525,"Henson, John",John Henson,20171023,mil,cha,H,20171023-cha-mil,20,103,94,0,12,1,1,5.6,5.75,5.25,5.6,2pt 3rb 1-3fg,0,0,4000,-300,3500,0,,,10,0,5,5,,5,
4923,"Jackson, Demetrius",Demetrius Jackson,20171023,hou,mem,H,20171023-mem-hou,20,90,98,0,3.5,1,1,-1,-0.5,-0.5,-1,0pt 1to,0,0,3000,0,3000,0,,,10,0,1,1,,1,
4935,"Maker, Thon",Thon Maker,20171023,mil,cha,H,20171023-cha-mil,20,103,94,1,15.5,1,1,16.2,14.25,14,16.2,6pt 1rb 3st 2trey 2-7fg,0,0,3400,-100,3500,-100,,,10,0,5,45,,5,
3553,"Pachulia, Zaza",Zaza Pachulia,20171023,gsw,dal,A,20171023-gsw-dal,20.5,133,103,1,14.03333333,1,1,10.4,10.75,10.25,10.4,2pt 7rb 1-3fg,0,0,3500,-100,3400,-200,,,10,0,5,5,,5,
4193,"Green, Danny",Danny Green,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,1,33.9,1,1,40.6,38,37,40.6,17pt 8rb 5bl 1to 3trey 6-15fg 2-3ft,0,0,4600,-500,4700,500,,,11,0,2,23,,2,
4114,"McGee, JaVale",JaVale McGee,20171023,gsw,dal,A,20171023-gsw-dal,20.5,133,103,0,10.66666667,1,1,16.8,16,15.25,16.8,6pt 4rb 2as 1bl 1-2fg 4-6ft,0,0,3000,-300,3000,-200,,,10,0,5,5,,5,
5134,"Collins, John",John Collins,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,18.43333333,1,1,33.2,34.25,33.5,33.2,14pt 11rb 2as 1bl 6-11fg 2-2ft,1,0,4800,-100,4000,0,,,11,0,4,45,,4,
4940,"Costello, Matt",Matt Costello,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,
4941,"Jones, Derrick",Derrick Jones,20171023,pho,sac,H,20171023-sac-pho,22,117,115,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,3,,3,
4494,"Beal, Bradley",Bradley Beal,20171023,was,den,A,20171023-was-den,21,109,104,1,35.23333333,1,1,30,30.75,29,30,20pt 5rb 2as 1st 2to 1trey 8-17fg 3-3ft,0,0,8000,200,7300,200,,,34,0,2,2,,2,
3054,"Terry, Jason",Jason Terry,20171023,mil,cha,H,20171023-cha-mil,20,103,94,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,12,,2,
4773,"Mudiay, Emmanuel",Emmanuel Mudiay,20171023,den,was,H,20171023-was-den,21,104,109,0,19.03333333,1,1,18.1,20.75,20.5,18.1,15pt 3rb 1as 1st 5to 2trey 5-9fg 3-4ft,0,0,3900,200,4000,0,,,11,0,1,1,,1,
3535,"Haslem, Udonis",Udonis Haslem,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,45,,4,
3641,"Iguodala, Andre",Andre Iguodala,20171023,gsw,dal,A,20171023-gsw-dal,20.5,133,103,0,24.45,1,1,18.5,19.75,19.5,18.5,9pt 5rb 3as 1to 1trey 4-7fg,0,0,4600,300,3900,-200,,,12,-2,3,23,,2,
4979,"Labissiere, Skal",Skal Labissiere,20171023,sac,pho,A,20171023-sac-pho,22,115,117,0,28.41666667,1,1,22.8,23,22,22.8,17pt 4rb 1bl 2to 6-10fg 5-5ft,0,0,4600,500,4900,-100,,,13,0,4,45,,4,
4088,"Chalmers, Mario",Mario Chalmers,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,25.71666667,1,1,23.2,22.25,21.75,23.2,11pt 1rb 4as 2st 1to 1trey 3-7fg 4-4ft,0,0,4000,500,3500,0,,,10,0,1,1,,1,
4954,"Murray, Jamal",Jamal Murray,20171023,den,was,H,20171023-was-den,21,104,109,1,29.15,1,1,22.6,22.25,20.25,22.6,8pt 3rb 6as 1bl 1to 4-12fg,0,0,4000,-400,4900,-200,,,13,0,1,12,,1,
4961,"Hield, Buddy",Buddy Hield,20171023,sac,pho,A,20171023-sac-pho,22,115,117,1,16.76666667,1,1,30.4,26.5,24.5,30.4,14pt 2rb 5st 1to 1trey 6-15fg 1-2ft,0,0,4800,-200,5300,-100,,,20,0,2,23,,2,
5184,"Brown, Sterling",Sterling Brown,20171023,mil,cha,H,20171023-cha-mil,20,103,94,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,2,,2,
3857,"Gay, Rudy",Rudy Gay,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,21.91666667,1,1,21,20.75,20.5,21,11pt 5rb 1st 1bl 2to 1trey 5-8fg,0,0,5000,-500,5200,-600,,,30,-1,3,34,,3,
4023,"Smith, Jason",Jason Smith,20171023,was,den,A,20171023-was-den,21,109,104,0,0,0,0,0,0,0,0,,0,0,3600,0,4000,-100,,,10,0,4,45,,4,
4581,"Green, JaMychal",JaMychal Green,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,0,0,0,0,0,0,0,,0,0,4100,0,4800,0,,,10,0,4,34,,4,
4207,"Evans, Tyreke",Tyreke Evans,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,23.25,1,1,17,16.75,15.75,17,5pt 5rb 2as 1st 1trey 2-7fg 0-1ft,0,0,4600,100,4800,-200,,,12,0,2,23,,2,
4183,"Meeks, Jodie",Jodie Meeks,20171023,was,den,A,20171023-was-den,21,109,104,0,15.86666667,1,1,5.2,6.25,5.25,5.2,5pt 1rb 1to 1trey 1-7fg 2-2ft,0,0,3200,-100,3300,0,,,10,0,2,2,,2,
4595,"Schroder, Dennis",Dennis Schroder,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,0,0,0,0,0,0,0,,0,0,8300,-500,7400,-300,,,36,0,1,1,,1,
4886,"Miller, Malcolm",Malcolm Miller,20171023,tor,sas,A,20171023-tor-sas,20.5,97,101,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,4,,4,
4575,"Carter-Williams, Michael",Michael Carter-Williams,20171023,cha,mil,A,20171023-cha-mil,20,94,103,0,0,0,0,0,0,0,0,,0,0,3400,0,3200,0,,,10,0,1,1,,1,
4944,"Hammons, A.J.",A.J. Hammons,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,5,
4966,"Taylor, Isaiah",Isaiah Taylor,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,12.93333333,1,1,7.2,7.75,7.75,7.2,4pt 1rb 2as 1to 1-1fg 2-2ft,0,0,,,,,,,10,0,,,,1,
3990,"Gasol, Marc",Marc Gasol,20171023,mem,hou,A,20171023-mem-hou,20,98,90,1,37.6,1,1,37,37.25,35.5,37,26pt 5rb 2as 2bl 4to 8-15fg 10-10ft,0,0,8700,200,7900,100,,,29,0,5,5,,5,
3313,"Parker, Tony",Tony Parker,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,0,0,0,0,0,0,0,,0,0,3300,0,3700,0,,,10,-7,1,1,,1,
4990,"Hernangomez, Juan",Juan Hernangomez,20171023,den,was,H,20171023-was-den,21,104,109,0,0,0,0,0,0,0,0,,0,0,3000,0,3800,0,,,10,0,3,34,,3,
4369,"Jackson, Reggie",Reggie Jackson,20171023,det,phi,H,20171023-phi-det,19,86,97,1,30.98333333,1,1,30.7,32.5,29.75,30.7,16pt 6rb 7as 3to 7-17fg 2-3ft,0,0,6800,1300,5800,600,,,18,0,1,1,,1,
4768,"Lauvergne, Joffrey",Joffrey Lauvergne,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,16.31666667,1,1,18.4,18.75,17.5,18.4,9pt 7rb 1st 2to 4-9fg 1-1ft,0,0,3000,0,3000,0,,,10,0,5,45,,5,
4589,"McLemore, Ben",Ben McLemore,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,0,0,0,0,0,0,0,,0,0,3000,0,3600,0,,,10,0,2,23,,2,
5157,"Korkmaz, Furkan",Furkan Korkmaz,20171023,phi,det,A,20171023-phi-det,19,97,86,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,23,,2,
5143,"Robinson, Devin",Devin Robinson,20171023,was,den,A,20171023-was-den,21,109,104,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,2,,2,
4614,"Zeller, Cody",Cody Zeller,20171023,cha,mil,A,20171023-cha-mil,20,94,103,0,0,0,1,0,0,0,0,,0,0,4300,-200,4000,0,,,12,-2,5,5,,5,
4007,"McRoberts, Josh",Josh McRoberts,20171023,dal,gsw,H,20171023-gsw-dal,20.5,103,133,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,45,,4,
4199,"Temple, Garrett",Garrett Temple,20171023,sac,pho,A,20171023-sac-pho,22,115,117,0,23.75,1,1,25.9,29.5,31,25.9,23pt 2rb 1as 1to 6trey 8-13fg 1-2ft,0,0,4000,0,3700,0,,,10,0,2,12,,1,
3307,"Chandler, Tyson",Tyson Chandler,20171023,pho,sac,H,20171023-sac-pho,22,117,115,1,30.53333333,1,1,27.8,28,27.25,27.8,9pt 14rb 1st 1to 3-5fg 3-4ft,0,0,4000,400,4000,0,,,10,0,5,5,,5,
4809,"McCullough, Chris",Chris McCullough,20171023,was,den,A,20171023-was-den,21,109,104,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,45,,4,
5179,"Bacon, Dwayne",Dwayne Bacon,20171023,cha,mil,A,20171023-cha-mil,20,94,103,1,24.38333333,1,1,12.8,13,11.75,12.8,5pt 4rb 2as 2-6fg 1-2ft,0,0,3600,100,3400,200,,,10,0,2,23,,2,
3021,"Ginobili, Manu",Manu Ginobili,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,21.25,1,1,13.9,14.5,14,13.9,9pt 2rb 1as 1st 2to 1trey 4-8fg,0,0,3700,100,3700,0,,,12,0,2,23,,2,
3573,"West, David",David West,20171023,gsw,dal,A,20171023-gsw-dal,20.5,133,103,0,11.61666667,1,1,16.6,13.75,13.5,16.6,4pt 3rb 3bl 2-3fg,0,0,3600,100,3000,0,,,10,0,4,45,,4,
5117,"Boucher, Chris",Chris Boucher,20171023,gsw,dal,A,20171023-gsw-dal,20.5,133,103,0,0,0,0,0,0,0,0,,0,0,3400,0,3000,0,,,10,0,4,4,,4,
3765,"Ilyasova, Ersan",Ersan Ilyasova,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,0,0,1,0,0,0,0,,0,0,4300,0,4000,-200,,,12,0,4,34,,4,
4654,"Bullock, Reggie",Reggie Bullock,20171023,det,phi,H,20171023-phi-det,19,86,97,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,23,,2,
4049,"Tolliver, Anthony",Anthony Tolliver,20171023,det,phi,H,20171023-phi-det,19,86,97,0,19.86666667,1,1,7.4,8,7.25,7.4,5pt 2rb 1trey 2-7fg,0,0,3200,200,3000,0,,,10,0,4,34,,3,
4984,"McClellan, Sheldon",Sheldon McClellan,20171023,was,den,A,20171023-was-den,21,109,104,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,2,,2,
4814,"Montero, Luis",Luis Montero,20171023,det,phi,H,20171023-phi-det,19,86,97,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,3,,3,
4453,"Morris, Markieff",Markieff Morris,20171023,was,den,A,20171023-was-den,21,109,104,0,0,0,0,0,0,0,0,,0,0,6000,0,5000,0,,,21,3,4,34,,4,
4697,"Ennis, James",James Ennis,20171023,mem,hou,A,20171023-mem-hou,20,98,90,1,37.21666667,1,1,28.7,31.25,30.5,28.7,14pt 11rb 1as 1st 3to 4-8fg 6-7ft,1,0,4000,1000,3500,0,,,10,0,3,23,,3,
3777,"Mahinmi, Ian",Ian Mahinmi,20171023,was,den,A,20171023-was-den,21,109,104,0,18.55,1,1,14.6,15,14,14.6,4pt 8rb 1st 2to 2-6fg,0,0,3600,-300,4000,0,,,10,0,5,5,,5,
4724,"Warren, T.J.",T.J. Warren,20171023,pho,sac,H,20171023-sac-pho,22,117,115,1,24.21666667,1,1,17.3,15.5,14.25,17.3,4pt 4rb 1as 1st 2bl 2to 1-6fg 2-2ft,0,0,5600,400,5300,200,,,27,0,3,34,,3,
3756,"Gortat, Marcin",Marcin Gortat,20171023,was,den,A,20171023-was-den,21,109,104,1,28.73333333,1,1,21,22.25,22,21,13pt 5rb 2as 1st 4to 6-7fg 1-1ft,0,0,6100,0,5500,-100,,,24,0,5,5,,5,
4858,"Mejri, Salah",Salah Mejri,20171023,dal,gsw,H,20171023-gsw-dal,20.5,103,133,0,0,0,1,0,0,0,0,,0,0,3100,100,3000,0,,,10,0,5,5,,5,
4653,"Porter, Otto",Otto Porter,20171023,was,den,A,20171023-was-den,21,109,104,1,32.08333333,1,1,47.5,46.5,46.75,47.5,17pt 10rb 3as 4st 1bl 1to 3trey 6-13fg 2-2ft,1,0,6900,1000,5900,400,,,27,2,4,34,,3,
4850,"Martin, Jarell",Jarell Martin,20171023,mem,hou,A,20171023-mem-hou,20,98,90,1,20.68333333,1,1,18.5,19.25,18.75,18.5,11pt 5rb 1as 1trey 5-9fg,0,0,4200,0,3600,400,,,10,0,4,45,,4,
3768,"Johnson, Amir",Amir Johnson,20171023,phi,det,A,20171023-phi-det,19,97,86,0,18.53333333,1,1,13.8,14.75,13.75,13.8,3pt 9rb 1trey 1-5fg 0-2ft,0,0,3100,-400,3300,0,,,10,0,4,45,,4,
5131,"Fultz, Markelle",Markelle Fultz,20171023,phi,det,A,20171023-phi-det,19,97,86,0,16.38333333,1,1,8.9,9.5,8.75,8.9,2pt 2rb 3as 1st 3to 1-4fg,0,0,4000,-500,4900,-100,,,19,0,1,12,,1,
4950,"Ulis, Tyler",Tyler Ulis,20171023,pho,sac,H,20171023-sac-pho,22,117,115,0,21.2,1,1,19.9,19.5,18.5,19.9,11pt 2rb 3as 1st 1to 4-7fg 3-4ft,0,0,3000,-500,4000,0,,,11,-1,1,1,,1,
4933,"Jones, Damian",Damian Jones,20171023,gsw,dal,A,20171023-gsw-dal,20.5,133,103,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,5,
4324,"Whiteside, Hassan",Hassan Whiteside,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,0,0,0,0,0,0,0,0,,0,0,9400,-200,8300,-100,,,39,0,5,5,,5,
5204,"Craig, Torrey",Torrey Craig,20171023,den,was,H,20171023-was-den,21,104,109,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,23,,2,
4929,"Siakam, Pascal",Pascal Siakam,20171023,tor,sas,A,20171023-tor-sas,20.5,97,101,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,4,,4,
4478,"Teletovic, Mirza",Mirza Teletovic,20171023,mil,cha,H,20171023-cha-mil,20,103,94,0,23.73333333,1,1,20,23.25,24.5,20,15pt 5rb 1to 5trey 5-10fg,0,0,3100,100,3000,0,,,10,0,3,34,,4,
4164,"Matthews, Wes",Wes Matthews,20171023,dal,gsw,H,20171023-gsw-dal,20.5,103,133,1,33.63333333,1,1,33.4,32,32,33.4,19pt 2rb 2as 3st 3trey 7-13fg 2-2ft,0,0,4800,-600,5000,-200,,,14,0,2,23,,3,
4461,"Parsons, Chandler",Chandler Parsons,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,16,1,1,7.6,8.75,8.25,7.6,5pt 3rb 1to 1trey 1-5fg 2-2ft,0,0,3200,-100,3600,-200,,,10,0,3,34,,3,
5013,"Brogdon, Malcolm",Malcolm Brogdon,20171023,mil,cha,H,20171023-cha-mil,20,103,94,0,0,0,0,0,0,0,0,,0,0,6300,800,5100,100,,,19,0,1,12,,1,
4908,"Williams, Troy",Troy Williams,20171023,hou,mem,H,20171023-mem-hou,20,90,98,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,3,2,,2,
4778,"Kaminsky, Frank",Frank Kaminsky,20171023,cha,mil,A,20171023-cha-mil,20,94,103,0,33.68333333,1,1,25,27.75,28.5,25,18pt 5rb 2as 2to 3trey 6-8fg 3-4ft,0,0,5000,900,4700,400,,,20,3,4,45,,4,
2374,"Nowitzki, Dirk",Dirk Nowitzki,20171023,dal,gsw,H,20171023-gsw-dal,20.5,103,133,1,28.9,1,1,22.4,23.25,21,22.4,11pt 7rb 2as 1st 3to 4-12fg 3-4ft,0,0,4600,-500,5100,100,,,18,-2,4,45,,5,
5163,"Pullen, Jacob",Jacob Pullen,20171023,phi,det,A,20171023-phi-det,19,97,86,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,1,1,,1,
4404,"Leonard, Kawhi",Kawhi Leonard,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,0,0,0,0,0,0,0,,0,0,8600,0,8100,-100,,,48,0,3,34,,3,
4440,"Walker, Kemba",Kemba Walker,20171023,cha,mil,A,20171023-cha-mil,20,94,103,1,34.1,1,1,26.4,27.5,25.75,26.4,15pt 2rb 6as 1st 3to 1trey 6-15fg 2-2ft,0,0,8200,200,7800,0,,,41,3,1,1,,1,
4488,"Scott, Mike",Mike Scott,20171023,was,den,A,20171023-was-den,21,109,104,0,17.73333333,1,1,2.7,3.75,2.75,2.7,2pt 1rb 1as 2to 1-5fg,0,0,3100,-100,3000,0,,,10,0,4,4,,4,
3308,"Gasol, Pau",Pau Gasol,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,1,22,1,1,20.4,19.75,18,20.4,1pt 7rb 4as 3bl 4to 0-6fg 1-2ft,0,0,6000,-300,5500,-100,,,17,0,5,45,,5,
3639,"Howard, Dwight",Dwight Howard,20171023,cha,mil,A,20171023-cha-mil,20,94,103,1,34.1,1,1,45.9,44,41.25,45.9,8pt 22rb 1as 4bl 2to 4-6fg 0-9ft,0,0,7400,0,6700,0,,,27,5,5,5,,5,
4885,"Booker, Devin",Devin Booker,20171023,pho,sac,H,20171023-sac-pho,22,117,115,1,28.83333333,1,1,34.1,35.25,34.25,34.1,22pt 3rb 5as 1st 2to 2trey 8-16fg 4-4ft,0,0,7200,500,6800,-200,,,36,1,2,23,,2,
4976,"Payton, Gary",Gary Payton,20171023,mil,cha,H,20171023-cha-mil,20,103,94,0,3.433333333,1,1,0,0,-0.25,0,0pt 0-1fg,0,0,3000,0,3000,0,,,10,0,1,2,,2,
3979,"Conley, Mike",Mike Conley,20171023,mem,hou,A,20171023-mem-hou,20,98,90,1,28.03333333,1,1,24.6,26.75,26,24.6,17pt 3rb 4as 2to 2trey 3-10fg 9-9ft,0,0,7900,-300,7700,0,,,37,-1,1,1,,1,
4245,"Mills, Patty",Patty Mills,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,20.63333333,1,1,8,8.5,7.75,8,6pt 2as 1to 3-6fg,0,0,3700,-500,3900,-300,,,19,0,1,1,,1,
3408,"Hilario, Nene",Nene Hilario,20171023,hou,mem,H,20171023-mem-hou,20,90,98,0,15.81666667,1,1,13.1,13.75,13.25,13.1,9pt 3rb 1as 1to 4-6fg 1-1ft,0,0,3800,0,3500,0,,,10,0,5,5,,5,
5205,"Paige, Marcus",Marcus Paige,20171023,cha,mil,A,20171023-cha-mil,20,94,103,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,1,1,,1,
4934,"VanVleet, Fred",Fred VanVleet,20171023,tor,sas,A,20171023-tor-sas,20.5,97,101,0,11.28333333,1,1,10,9.5,9.25,10,7pt 1st 1trey 2-5fg 2-2ft,0,0,3000,0,3000,0,,,10,0,1,1,,1,
4502,"Barnes, Harrison",Harrison Barnes,20171023,dal,gsw,H,20171023-gsw-dal,20.5,103,133,1,31.05,1,1,27.9,27.75,25,27.9,13pt 7rb 3as 1st 1to 6-15fg 1-3ft,0,0,6100,-200,5600,-200,,,24,0,3,34,,4,
4497,"Valanciunas, Jonas",Jonas Valanciunas,20171023,tor,sas,A,20171023-tor-sas,20.5,97,101,0,0,0,0,0,0,0,0,,0,0,6200,0,5000,200,,,16,2,5,5,,5,
4076,"Bayless, Jerryd",Jerryd Bayless,20171023,phi,det,A,20171023-phi-det,19,97,86,1,31.78333333,1,1,12.6,14.25,14,12.6,6pt 3rb 2as 1st 3to 2trey 2-7fg,0,0,4300,300,4000,0,,,16,0,1,12,,1,
4264,"Babbitt, Luke",Luke Babbitt,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,23.41666667,1,1,9.2,10.25,10.5,9.2,9pt 1rb 1to 1trey 4-5fg,0,0,3000,0,3000,0,,,10,0,4,34,,4,
4928,"Davis, Deyonta",Deyonta Davis,20171023,mem,hou,A,20171023-mem-hou,20,98,90,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,45,,4,
4542,"Plumlee, Miles",Miles Plumlee,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,5,,5,
5001,"Bembry, DeAndre",DeAndre Bembry,20171023,atl,mia,A,20171023-atl-mia,19.5,93,104,0,0,0,0,0,0,0,0,,0,0,3600,0,3300,0,,,10,0,3,23,,3,
4839,"Hilliard, Darrun",Darrun Hilliard,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,2,23,,2,
4621,"Antetokounmpo, Giannis",Giannis Antetokounmpo,20171023,mil,cha,H,20171023-cha-mil,20,103,94,1,39.3,1,1,60.8,63,61,60.8,32pt 14rb 6as 1st 2bl 6to 13-21fg 6-8ft,1,0,12200,900,10900,100,,,55,1,4,13,,4,
4831,"McConnell, T.J.",T.J. McConnell,20171023,phi,det,A,20171023-phi-det,19,97,86,0,15.45,1,1,13.5,14,13.75,13.5,5pt 5as 1st 2to 1trey 2-5fg,0,0,3100,-400,3000,-100,,,18,-2,1,1,,1,
4700,"McAdoo, James Michael",James Michael McAdoo,20171023,phi,det,A,20171023-phi-det,19,97,86,0,0,0,0,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,4,4,,4,
5241,"Anunoby, OG",OG Anunoby,20171023,tor,sas,A,20171023-tor-sas,20.5,97,101,0,14.7,1,1,6.7,6.75,6,6.7,4pt 1rb 1as 2-5fg,0,0,3100,-100,3000,0,,,10,0,3,34,,3,
5159,"Adebayo, Bam",Bam Adebayo,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,0,,,10,0,5,45,,4,
4989,"Bertans, Davis",Davis Bertans,20171023,sas,tor,H,20171023-tor-sas,20.5,101,97,0,0,0,1,0,0,0,0,,0,0,3000,0,3000,-200,,,10,0,4,34,,3,
4948,"Harrison, Andrew",Andrew Harrison,20171023,mem,hou,A,20171023-mem-hou,20,98,90,1,19.9,1,1,12.4,11.5,11,12.4,4pt 2rb 2as 1st 1-3fg 2-2ft,0,0,3000,-100,3400,-200,,,10,0,1,12,,2,
4583,"Olynyk, Kelly",Kelly Olynyk,20171023,mia,atl,H,20171023-atl-mia,19.5,104,93,0,28.96666667,1,1,32,34,33.5,32,10pt 10rb 4as 2st 1bl 5to 1trey 4-8fg 1-3ft,1,0,5200,800,5800,1000,,,10,0,4,45,,4,
4077,"Gordon, Eric",Eric Gordon,20171023,hou,mem,H,20171023-mem-hou,20,90,98,1,33.3,1,1,40.3,44,43.25,40.3,27pt 4rb 7as 2to 5trey 8-20fg 6-7ft,0,0,6200,-300,5600,200,,,18,0,2,2,,2,
